class_id;class_name;class_code;class_text;method_signature;method_name;method_code;method_exp;method_ext;method_param;original prompt
90_0;URLHandler;"
class URLHandler:  
    """"""
    The class supports to handle URLs, including extracting the scheme, host, path, query parameters, and fragment.
    """"""

    def __init__(self, url):
        """"""
        Initialize URLHandler's URL
        """"""
        self.url = url

    def get_scheme(self):
        scheme_end = self.url.find(""://"")
        if scheme_end != -1:
            return self.url[:scheme_end]
        return None

    def get_host(self):
        """"""
        Get the second part of the URL, which is the host domain name
        """"""
        pass

    def get_path(self):
        """"""
        Get the third part of the URL, which is the address of the resource
        """"""
        pass

    def get_query_params(self):
        """"""
        Get the request parameters for the URL
        """"""
        pass

    def get_fragment(self):
        """"""
        Get the fragment after '#' in the URL
        """"""
        pass

";"
class URLHandler:  
    """"""
    The class supports to handle URLs, including extracting the scheme, host, path, query parameters, and fragment.
    """"""

    def __init__(self, url):
        """"""
        Initialize URLHandler's URL
        """"""
        self.url = url

    def get_host(self):
        pass

    def get_path(self):
        pass

    def get_query_params(self):
        pass

    def get_fragment(self):
        pass


    def get_scheme(self):
";get_scheme(self);get_scheme;"def get_scheme(self):
        scheme_end = self.url.find(""://"")
        if scheme_end != -1:
            return self.url[:scheme_end]
        return None";get the scheme of the URL;":return: string, If successful, return the scheme of the URL
>>> urlhandler = URLHandler(""https://www.baidu.com/s?wd=aaa&rsv_spt=1#page"")
>>> urlhandler.get_scheme()
""https""";":return: string, If successful, return the scheme of the URL
";"get the scheme of the URL
:return: string, If successful, return the scheme of the URL
>>> urlhandler = URLHandler(""https://www.baidu.com/s?wd=aaa&rsv_spt=1#page"")
>>> urlhandler.get_scheme()
""https""
"
40_2;FitnessTracker;"
class FitnessTracker:  
    """"""
    This is a class as fitness tracker that implements to calculate BMI (Body Mass Index) and calorie intake based on the user's height, weight, age, and sex.
    """"""

    def __init__(self, height, weight, age, sex) -> None:
        """"""
        Initialize the class with height, weight, age, and sex, and calculate the BMI standard based on sex, and male is 20-25, female is 19-24.
        """"""
        self.height = height
        self.weight = weight
        self.age = age
        self.sex = sex
        self.BMI_std = [
            {""male"": [20, 25]},
            {""female"": [19, 24]}
        ]

    def get_BMI(self):
        """"""
        Calculate the BMI based on the height and weight.
        """"""
        pass

    def condition_judge(self):
        """"""
        Judge the condition of the user based on the BMI standard.
        """"""
        pass

    def calculate_calorie_intake(self):
        if self.sex == ""male"":
            BMR = 10 * self.weight + 6.25 * self.height - 5 * self.age + 5
        else:
            BMR = 10 * self.weight + 6.25 * self.height - 5 * self.age - 161
        if self.condition_judge() == 1:
            calorie_intake = BMR * 1.2  # Sedentary lifestyle
        elif self.condition_judge() == -1:
            calorie_intake = BMR * 1.6  # Active lifestyle
        else:
            calorie_intake = BMR * 1.4  # Moderate lifestyle
        return calorie_intake

";"
class FitnessTracker:  
    """"""
    This is a class as fitness tracker that implements to calculate BMI (Body Mass Index) and calorie intake based on the user's height, weight, age, and sex.
    """"""

    def __init__(self, height, weight, age, sex) -> None:
        """"""
        Initialize the class with height, weight, age, and sex, and calculate the BMI standard based on sex, and male is 20-25, female is 19-24.
        """"""
        self.height = height
        self.weight = weight
        self.age = age
        self.sex = sex
        self.BMI_std = [
            {""male"": [20, 25]},
            {""female"": [19, 24]}
        ]

    def get_BMI(self):
        pass

    def condition_judge(self):
        pass


    def calculate_calorie_intake(self):
";calculate_calorie_intake(self);calculate_calorie_intake;"def calculate_calorie_intake(self):
        if self.sex == ""male"":
            BMR = 10 * self.weight + 6.25 * self.height - 5 * self.age + 5
        else:
            BMR = 10 * self.weight + 6.25 * self.height - 5 * self.age - 161
        if self.condition_judge() == 1:
            calorie_intake = BMR * 1.2  # Sedentary lifestyle
        elif self.condition_judge() == -1:
            calorie_intake = BMR * 1.6  # Active lifestyle
        else:
            calorie_intake = BMR * 1.4  # Moderate lifestyle
        return calorie_intake";Calculate the calorie intake based on the user's condition and BMR (Basal Metabolic Rate),BMR is calculated based on the user's height, weight, age, and sex,male is10 * self.weight + 6.25 * self.height - 5 * self.age + 5,female is 10 * self.weight + 6.25 * self.height - 5 * self.age - 161, and the calorie intake is calculated based on the BMR and the user's condition,if the user is too fat, the calorie intake is BMR * 1.2, if the user is too thin, the calorie intake is BMR * 1.6, if the user is normal, the calorie intake is BMR * 1.4.;":return: calorie intake, float.
>>> fitnessTracker = FitnessTracker(1.8, 70, 20, ""male"")
>>> fitnessTracker.calculate_calorie_intake()
986.0";":return: calorie intake, float.
";"Calculate the calorie intake based on the user's condition and BMR (Basal Metabolic Rate),BMR is calculated based on the user's height, weight, age, and sex,male is10 * self.weight + 6.25 * self.height - 5 * self.age + 5,female is 10 * self.weight + 6.25 * self.height - 5 * self.age - 161, and the calorie intake is calculated based on the BMR and the user's condition,if the user is too fat, the calorie intake is BMR * 1.2, if the user is too thin, the calorie intake is BMR * 1.6, if the user is normal, the calorie intake is BMR * 1.4.
:return: calorie intake, float.
>>> fitnessTracker = FitnessTracker(1.8, 70, 20, ""male"")
>>> fitnessTracker.calculate_calorie_intake()
986.0

"
24_2;ComplexCalculator;"
class ComplexCalculator:  
    """"""
    This is a class that implements addition, subtraction, multiplication, and division operations for complex numbers.
    """"""

    def __init__(self):
        pass
    def add(c1, c2):
        """"""
        Adds two complex numbers.
        """"""
        pass

    @staticmethod
    def subtract(c1, c2):
        """"""
        Subtracts two complex numbers.
        """"""
        pass

    @staticmethod
    def multiply(c1, c2):
    def multiply(c1, c2):
        real = c1.real * c2.real - c1.imag * c2.imag
        imaginary = c1.real * c2.imag + c1.imag * c2.real
        return complex(real, imaginary)

    @staticmethod
    def divide(c1, c2):
        """"""
        Divides two complex numbers.
        """"""
        pass

";"
class ComplexCalculator:  
    """"""
    This is a class that implements addition, subtraction, multiplication, and division operations for complex numbers.
    """"""

    def __init__(self):
        pass
    def add(c1, c2):
        pass

    @staticmethod
    def subtract(c1, c2):
        pass

    @staticmethod
    def divide(c1, c2):
        pass


    @staticmethod
    def multiply(c1, c2):
";multiply(c1, c2);multiply;"@staticmethod
    def multiply(c1, c2):
        real = c1.real * c2.real - c1.imag * c2.imag
        imaginary = c1.real * c2.imag + c1.imag * c2.real
        return complex(real, imaginary)";Multiplies two complex numbers.;":param c1: The first complex number,complex.
:param c2: The second complex number,complex.
:return: The product of the two complex numbers,complex.
>>> complexCalculator = ComplexCalculator()
>>> complexCalculator.multiply(1+2j, 3+4j)
(-5+10j)";":param c1: The first complex number,complex.
:param c2: The second complex number,complex.
:return: The product of the two complex numbers,complex.
";"Multiplies two complex numbers.
:param c1: The first complex number,complex.
:param c2: The second complex number,complex.
:return: The product of the two complex numbers,complex.
>>> complexCalculator = ComplexCalculator()
>>> complexCalculator.multiply(1+2j, 3+4j)
(-5+10j)

"
59_1;MovieBookingSystem;"from datetime import datetime
import numpy as np
class MovieBookingSystem:  
    """"""
    this is a class as movie booking system, which allows to add movies, book tickets and check the available movies within a given time range. 
    """"""

    def __init__(self):
        """"""
        Initialize movies contains the information about movies
        >>> system.movies
        [{'name': 'Batman', 'price': 49.9, 'start_time': datetime.datetime(1900, 1, 1, 17, 5), 'end_time': datetime.datetime(1900, 1, 1, 19, 25),
        'seats': array([[0., 0., 0.],
            [0., 0., 0.],
            [0., 0., 0.]])}]
        """"""
        self.movies = []

    def add_movie(self, name, price, start_time, end_time, n):
        """"""
        Add a new movie into self.movies
        """"""
        pass

    def book_ticket(self, name, seats_to_book):
        for movie in self.movies:
            if movie['name'] == name:
                for seat in seats_to_book:
                    if movie['seats'][seat[0]][seat[1]] == 0:
                        movie['seats'][seat[0]][seat[1]] = 1
                    else:
                        return ""Booking failed.""
                return ""Booking success.""
        return ""Movie not found.""

    def available_movies(self, start_time, end_time):
        """"""
        Get a list of available movies within the specified time range
        """"""
        pass

";"from datetime import datetime
import numpy as np
class MovieBookingSystem:  
    """"""
    this is a class as movie booking system, which allows to add movies, book tickets and check the available movies within a given time range. 
    """"""

    def __init__(self):
        """"""
        Initialize movies contains the information about movies
        >>> system.movies
        [{'name': 'Batman', 'price': 49.9, 'start_time': datetime.datetime(1900, 1, 1, 17, 5), 'end_time': datetime.datetime(1900, 1, 1, 19, 25),
        'seats': array([[0., 0., 0.],
            [0., 0., 0.],
            [0., 0., 0.]])}]
        """"""
        self.movies = []

    def add_movie(self, name, price, start_time, end_time, n):
        pass

    def available_movies(self, start_time, end_time):
        pass


    def book_ticket(self, name, seats_to_book):
";book_ticket(self, name, seats_to_book);book_ticket;"def book_ticket(self, name, seats_to_book):
        for movie in self.movies:
            if movie['name'] == name:
                for seat in seats_to_book:
                    if movie['seats'][seat[0]][seat[1]] == 0:
                        movie['seats'][seat[0]][seat[1]] = 1
                    else:
                        return ""Booking failed.""
                return ""Booking success.""
        return ""Movie not found.""";Book tickets for a movie. Change the seats value in self.movies if book successfully.;":param name: str, movie name
:param seats_to_book: list of tuples, representing seats to book [(row1, col1), (row2, col2), ...]
:return: str, booking status message. ""Movie not found."" for no such movie.
""Booking success."" for successfully booking, or ""Booking failed."" otherwise
>>> system.add_movie('Batman', 49.9, '17:05', '19:25', 3)
>>> system.book_ticket('Batman', [(0, 0), (0, 1)])
'Booking success.'
>>> system.book_ticket('Batman', [(0, 0)])
'Booking failed.'
>>> system.book_ticket('batman', [(0, 0)])
'Movie not found.'";":param name: str, movie name
:param seats_to_book: list of tuples, representing seats to book [(row1, col1), (row2, col2), ...]
:return: str, booking status message. ""Movie not found."" for no such movie.
""Booking success."" for successfully booking, or ""Booking failed."" otherwise
";"Book tickets for a movie. Change the seats value in self.movies if book successfully.
:param name: str, movie name
:param seats_to_book: list of tuples, representing seats to book [(row1, col1), (row2, col2), ...]
:return: str, booking status message. ""Movie not found."" for no such movie.
""Booking success."" for successfully booking, or ""Booking failed."" otherwise
>>> system.add_movie('Batman', 49.9, '17:05', '19:25', 3)
>>> system.book_ticket('Batman', [(0, 0), (0, 1)])
'Booking success.'
>>> system.book_ticket('Batman', [(0, 0)])
'Booking failed.'
>>> system.book_ticket('batman', [(0, 0)])
'Movie not found.'
"
58_2;MinesweeperGame;"import random
class MinesweeperGame:  
    """"""
    This is a class that implements mine sweeping games including minesweeping and winning judgment.
    """"""

    def __init__(self, n, k) -> None:
        """"""
        Initializes the MinesweeperGame class with the size of the board and the number of mines.
        :param n: The size of the board, int.
        :param k: The number of mines, int.
        """"""
        self.n = n
        self.k = k
        self.minesweeper_map = self.generate_mine_sweeper_map()
        self.player_map = self.generate_playerMap()
        self.score = 0

    def generate_mine_sweeper_map(self):
        """"""
        Generates a minesweeper map with the given size of the board and the number of mines,the given parameter n is the size of the board,the size of the board is n*n,the parameter k is the number of mines,'X' represents the mine,other numbers represent the number of mines around the position.
        """"""
        pass

    def generate_playerMap(self):
        """"""
        Generates a player map with the given size of the board, the given parameter n is the size of the board,the size of the board is n*n,the parameter k is the number of mines,'-' represents the unknown position.
        """"""
        pass

    def check_won(self,map):
        for i in range(self.n):
            for j in range(self.n):
                if map[i][j] == '-' and self.minesweeper_map[i][j] != 'X':
                    return False
        return True

    def sweep(self, x, y):
        """"""
        Sweeps the given position.
        """"""
        pass

";"import random
class MinesweeperGame:  
    """"""
    This is a class that implements mine sweeping games including minesweeping and winning judgment.
    """"""

    def __init__(self, n, k) -> None:
        """"""
        Initializes the MinesweeperGame class with the size of the board and the number of mines.
        :param n: The size of the board, int.
        :param k: The number of mines, int.
        """"""
        self.n = n
        self.k = k
        self.minesweeper_map = self.generate_mine_sweeper_map()
        self.player_map = self.generate_playerMap()
        self.score = 0

    def generate_mine_sweeper_map(self):
        pass

    def generate_playerMap(self):
        pass

    def sweep(self, x, y):
        pass


    def check_won(self,map):
";check_won(self,map);check_won;"def check_won(self, map):
        for i in range(self.n):
            for j in range(self.n):
                if map[i][j] == '-' and self.minesweeper_map[i][j] != 'X':
                    return False
        return True";Checks whether the player has won the game,if there are just mines in the player map,return True,otherwise return False.;":return: True if the player has won the game, False otherwise.
>>> minesweeper_game = MinesweeperGame(3, 1)
>>> minesweeper_game.minesweeper_map = [['X', 1, 0], [1, 1, 0], [0, 0, 0]]
>>> minesweeper_game.player_map = [['-', '-', '-'], ['-', '-', '-'], ['-', '-', '-']]
>>> minesweeper_game.check_won(minesweeper_game.player_map)
False";":return: True if the player has won the game, False otherwise.
";"Checks whether the player has won the game,if there are just mines in the player map,return True,otherwise return False.
:return: True if the player has won the game, False otherwise.
>>> minesweeper_game = MinesweeperGame(3, 1)
>>> minesweeper_game.minesweeper_map = [['X', 1, 0], [1, 1, 0], [0, 0, 0]]
>>> minesweeper_game.player_map = [['-', '-', '-'], ['-', '-', '-'], ['-', '-', '-']]
>>> minesweeper_game.check_won(minesweeper_game.player_map)
False

"
19_1;ChandrasekharSieve;"
class ChandrasekharSieve:  
    """"""
    This is a class that uses the Chandrasekhar's Sieve method to find all prime numbers within the range
    """"""

    def __init__(self, n):
        """"""
        Initialize the ChandrasekharSieve class with the given limit.
        :param n: int, the upper limit for generating prime numbers
        """"""
        self.n = n
        self.primes = self.generate_primes()

    def generate_primes(self):
        """"""
        Generate prime numbers up to the specified limit using the Chandrasekhar sieve algorithm.
        """"""
        pass

    def get_primes(self):
        return self.primes

";"
class ChandrasekharSieve:  
    """"""
    This is a class that uses the Chandrasekhar's Sieve method to find all prime numbers within the range
    """"""

    def __init__(self, n):
        """"""
        Initialize the ChandrasekharSieve class with the given limit.
        :param n: int, the upper limit for generating prime numbers
        """"""
        self.n = n
        self.primes = self.generate_primes()

    def generate_primes(self):
        pass


    def get_primes(self):
";get_primes(self);get_primes;"def get_primes(self):
        return self.primes";Get the list of generated prime numbers.;":return: list, a list of prime numbers
>>> cs = ChandrasekharSieve(20)
>>> cs.get_primes()
[2, 3, 5, 7, 11, 13, 17, 19]";":return: list, a list of prime numbers
";"Get the list of generated prime numbers.
:return: list, a list of prime numbers
>>> cs = ChandrasekharSieve(20)
>>> cs.get_primes()
[2, 3, 5, 7, 11, 13, 17, 19]

"
73_3;RPGCharacter;"
class RPGCharacter:  
    """"""
    The class represents a role-playing game character, which allows to attack other characters, heal, gain experience, level up, and check if the character is alive.
    """"""

    def __init__(self, name, hp, attack_power, defense, level=1):
        """"""
        Initialize an RPG character object.
        :param name: strm, the name of the character.
        :param hp: int, The health points of the character.
        :param attack_power: int, the attack power of the character.
        :param defense: int, the defense points of the character.
        :param level: int, the level of the character. Default is 1.
        """"""
        self.name = name
        self.hp = hp
        self.attack_power = attack_power
        self.defense = defense
        self.level = level
        self.exp = 0

    def attack(self, other_character):
        """"""
        Attack another character. The damage caused needs to offset the defense value.
        """"""
        pass

    def heal(self):
        """"""
        Heal the character with 10 hp and the max hp is 100.
        """"""
        pass

    def gain_exp(self, amount):
        """"""
        Gain experience points for the character and level_up when the exp has reached the values that is 100 times the current level
        The experience that overflows should be used to calculate the next leve up untill exhausts
        """"""
        pass

    def level_up(self):
        if self.level < 100:
            self.level += 1
            self.exp = 0
            self.hp += 20
            self.attack_power += 5
            self.defense += 5
        return self.level, self.hp, self.attack_power, self.defense

    def is_alive(self):
        """"""
        Check if player is alive.
        """"""
        pass

";"
class RPGCharacter:  
    """"""
    The class represents a role-playing game character, which allows to attack other characters, heal, gain experience, level up, and check if the character is alive.
    """"""

    def __init__(self, name, hp, attack_power, defense, level=1):
        """"""
        Initialize an RPG character object.
        :param name: strm, the name of the character.
        :param hp: int, The health points of the character.
        :param attack_power: int, the attack power of the character.
        :param defense: int, the defense points of the character.
        :param level: int, the level of the character. Default is 1.
        """"""
        self.name = name
        self.hp = hp
        self.attack_power = attack_power
        self.defense = defense
        self.level = level
        self.exp = 0

    def attack(self, other_character):
        pass

    def heal(self):
        pass

    def gain_exp(self, amount):
        pass

    def is_alive(self):
        pass


    def level_up(self):
";level_up(self);level_up;"def level_up(self):
        if self.level < 100:
            self.level += 1
            self.exp = 0
            self.hp += 20
            self.attack_power += 5
            self.defense += 5
        return self.level, self.hp, self.attack_power, self.defense";"Level up the character and return to zero experience points, increase hp by 20 points, attack power and defense points by 5 points.
max level is 100";":return: tuple[int, int, int, int], the new level, health points, attack power, and defense points after leveling up.
>>> player_1 = RPGCharacter('player 1', 100, 10, 3)
>>> player_1.level_up()
(2, 120, 15, 8)";":return: tuple[int, int, int, int], the new level, health points, attack power, and defense points after leveling up.
";" 
Level up the character and return to zero experience points, increase hp by 20 points, attack power and defense points by 5 points.
max level is 100
:return: tuple[int, int, int, int], the new level, health points, attack power, and defense points after leveling up.
>>> player_1 = RPGCharacter('player 1', 100, 10, 3)
>>> player_1.level_up()
(2, 120, 15, 8)
"
54_2;MahjongConnect;"import random
class MahjongConnect:  
    """"""
    MahjongConnect is a class representing a game board for Mahjong Connect with features like creating the board, checking valid moves, finding paths, removing icons, and checking if the game is over.
    """"""

    def __init__(self, BOARD_SIZE, ICONS):
        """"""
        initialize the board size and the icon list, create the game board
        :param BOARD_SIZE: list of two integer numbers, representing the number of rows and columns of the game board
        :param ICONS: list of string, representing the icons
        >>>mc = MahjongConnect([4, 4], ['a', 'b', 'c'])
        mc.BOARD_SIZE = [4, 4]
        mc.ICONS = ['a', 'b', 'c']
        mc.board = mc.create_board()
        """"""
        self.BOARD_SIZE = BOARD_SIZE
        self.ICONS = ICONS
        self.board = self.create_board()

    def create_board(self):
        """"""
        create the game board with the given board size and icons
        """"""
        pass

    def is_valid_move(self, pos1, pos2):
        """"""
        check if the move of two icons is valid (i.e. positions are within the game board range, the two positions are not the same, the two positions have the same icon, and there is a valid path between the two positions)
        """"""
        pass

    def has_path(self, pos1, pos2):
        visited = set()
        stack = [pos1]

        while stack:
            current_pos = stack.pop()
            if current_pos == pos2:
                return True

            if current_pos in visited:
                continue

            visited.add(current_pos)
            x, y = current_pos

            # Check adjacent positions (up, down, left, right)
            for dx, dy in [(0, 1), (0, -1), (1, 0), (-1, 0)]:
                new_x, new_y = x + dx, y + dy
                if 0 <= new_x < self.BOARD_SIZE[0] and 0 <= new_y < self.BOARD_SIZE[1]:
                    if (new_x, new_y) not in visited and self.board[new_x][new_y] == self.board[x][y]:
                        stack.append((new_x, new_y))

        return False

    def remove_icons(self, pos1, pos2):
        """"""
        remove the connected icons on the game board
        """"""
        pass

    def is_game_over(self):
        """"""
        Check if the game is over (i.e., if there are no more icons on the game board)
        """"""
        pass

";"import random
class MahjongConnect:  
    """"""
    MahjongConnect is a class representing a game board for Mahjong Connect with features like creating the board, checking valid moves, finding paths, removing icons, and checking if the game is over.
    """"""

    def __init__(self, BOARD_SIZE, ICONS):
        """"""
        initialize the board size and the icon list, create the game board
        :param BOARD_SIZE: list of two integer numbers, representing the number of rows and columns of the game board
        :param ICONS: list of string, representing the icons
        >>>mc = MahjongConnect([4, 4], ['a', 'b', 'c'])
        mc.BOARD_SIZE = [4, 4]
        mc.ICONS = ['a', 'b', 'c']
        mc.board = mc.create_board()
        """"""
        self.BOARD_SIZE = BOARD_SIZE
        self.ICONS = ICONS
        self.board = self.create_board()

    def create_board(self):
        pass

    def is_valid_move(self, pos1, pos2):
        pass

    def remove_icons(self, pos1, pos2):
        pass

    def is_game_over(self):
        pass


    def has_path(self, pos1, pos2):
";has_path(self, pos1, pos2);has_path;"def has_path(self, pos1, pos2):
        visited = set()
        stack = [pos1]

        while stack:
            current_pos = stack.pop()
            if current_pos == pos2:
                return True

            if current_pos in visited:
                continue

            visited.add(current_pos)
            x, y = current_pos

            # Check adjacent positions (up, down, left, right)
            for dx, dy in [(0, 1), (0, -1), (1, 0), (-1, 0)]:
                new_x, new_y = x + dx, y + dy
                if 0 <= new_x < self.BOARD_SIZE[0] and 0 <= new_y < self.BOARD_SIZE[1]:
                    if (new_x, new_y) not in visited and self.board[new_x][new_y] == self.board[x][y]:
                        stack.append((new_x, new_y))

        return False";check if there is a path between two icons;":param pos1: position tuple(x, y) of the first icon
:param pos2: position tuple(x, y) of the second icon
:return: True or False ,representing whether there is a path between two icons
>>> mc = MahjongConnect([4, 4], ['a', 'b', 'c'])
mc.board = [['a', 'b', 'c', 'a'],
['a', 'b', 'c', 'a'],
['a', 'b', 'c', 'a'],
['a', 'b', 'c', 'a']]
>>> mc.is_valid_move((0, 0), (1, 0))
True";":param pos1: position tuple(x, y) of the first icon
:param pos2: position tuple(x, y) of the second icon
:return: True or False ,representing whether there is a path between two icons
";"check if there is a path between two icons
:param pos1: position tuple(x, y) of the first icon
:param pos2: position tuple(x, y) of the second icon
:return: True or False ,representing whether there is a path between two icons
>>> mc = MahjongConnect([4, 4], ['a', 'b', 'c'])
mc.board = [['a', 'b', 'c', 'a'],
['a', 'b', 'c', 'a'],
['a', 'b', 'c', 'a'],
['a', 'b', 'c', 'a']]
>>> mc.is_valid_move((0, 0), (1, 0))
True
"
50_2;JSONProcessor;"import json
import os
class JSONProcessor:  
    """"""
    This is a class to process JSON file, including reading and writing JSON files, as well as processing JSON data by removing a specified key from the JSON object.
    """"""

    def read_json(self, file_path):
        """"""
        Read a JSON file and return the data.
        """"""
        pass

    def write_json(self, data, file_path):
        """"""
        Write data to a JSON file and save it to the given path.

        """"""
        pass

    def process_json(self, file_path, remove_key):
        data = self.read_json(file_path)
        if data == 0 or data == -1:
            return 0
        if remove_key in data:
            del data[remove_key]
            self.write_json(data, file_path)
            return 1
        else:
            return 0

";"import json
import os
class JSONProcessor:  
    """"""
    This is a class to process JSON file, including reading and writing JSON files, as well as processing JSON data by removing a specified key from the JSON object.
    """"""

    def read_json(self, file_path):
        pass

    def write_json(self, data, file_path):
        pass


    def process_json(self, file_path, remove_key):
";process_json(self, file_path, remove_key);process_json;"def process_json(self, file_path, remove_key):
        data = self.read_json(file_path)
        if data == 0 or data == -1:
            return 0
        if remove_key in data:
            del data[remove_key]
            self.write_json(data, file_path)
            return 1
        else:
            return 0";read a JSON file and process the data by removing a specified key and rewrite the modified data back to the file.;":param file_path: str, the path of the JSON file.
:param remove_key: str, the key to be removed.
:return: 1, if the specified key is successfully removed and the data is written back.
0, if the file does not exist or the specified key does not exist in the data.
>>> json.read_json('test.json')
{'key1': 'value1', 'key2': 'value2'}
>>> json.process_json('test.json', 'key1')
1
>>> json.read_json('test.json')
{'key2': 'value2'}";":param file_path: str, the path of the JSON file.
:param remove_key: str, the key to be removed.
:return: 1, if the specified key is successfully removed and the data is written back.
0, if the file does not exist or the specified key does not exist in the data.
";"read a JSON file and process the data by removing a specified key and rewrite the modified data back to the file.

:param file_path: str, the path of the JSON file.
:param remove_key: str, the key to be removed.
:return: 1, if the specified key is successfully removed and the data is written back.
0, if the file does not exist or the specified key does not exist in the data.
>>> json.read_json('test.json')
{'key1': 'value1', 'key2': 'value2'}
>>> json.process_json('test.json', 'key1')
1
>>> json.read_json('test.json')
{'key2': 'value2'}
"
9_1;BigNumCalculator;"
class BigNumCalculator:  
    """"""
    This is a class that implements big number calculations, including adding, subtracting and multiplying.
    """"""

    def add(num1, num2):
        """"""
        Adds two big numbers.
        """"""
        pass

    @staticmethod
    def subtract(num1, num2):
    def subtract(num1, num2):

        if len(num1) < len(num2):
            num1, num2 = num2, num1
            negative = True
        elif len(num1) > len(num2):
            negative = False
        else:
            if num1 < num2:
                num1, num2 = num2, num1
                negative = True
            else:
                negative = False

        max_length = max(len(num1), len(num2))
        num1 = num1.zfill(max_length)
        num2 = num2.zfill(max_length)

        borrow = 0
        result = []
        for i in range(max_length - 1, -1, -1):
            digit_diff = int(num1[i]) - int(num2[i]) - borrow

            if digit_diff < 0:
                digit_diff += 10
                borrow = 1
            else:
                borrow = 0

            result.insert(0, str(digit_diff))

        while len(result) > 1 and result[0] == '0':
            result.pop(0)

        if negative:
            result.insert(0, '-')

        return ''.join(result)

    @staticmethod
    def multiply(num1, num2):
        """"""
        Multiplies two big numbers.
        """"""
        pass

";"
class BigNumCalculator:  
    """"""
    This is a class that implements big number calculations, including adding, subtracting and multiplying.
    """"""

    def add(num1, num2):
        pass

    @staticmethod
    def multiply(num1, num2):
        pass


    @staticmethod
    def subtract(num1, num2):
";subtract(num1, num2);subtract;"@staticmethod
    def subtract(num1, num2):

        if len(num1) < len(num2):
            num1, num2 = num2, num1
            negative = True
        elif len(num1) > len(num2):
            negative = False
        else:
            if num1 < num2:
                num1, num2 = num2, num1
                negative = True
            else:
                negative = False

        max_length = max(len(num1), len(num2))
        num1 = num1.zfill(max_length)
        num2 = num2.zfill(max_length)

        borrow = 0
        result = []
        for i in range(max_length - 1, -1, -1):
            digit_diff = int(num1[i]) - int(num2[i]) - borrow

            if digit_diff < 0:
                digit_diff += 10
                borrow = 1
            else:
                borrow = 0

            result.insert(0, str(digit_diff))

        while len(result) > 1 and result[0] == '0':
            result.pop(0)

        if negative:
            result.insert(0, '-')

        return ''.join(result)";Subtracts two big numbers.;":param num1: The first number to subtract,str.
:param num2: The second number to subtract,str.
:return: The difference of the two numbers,str.
>>> bigNum = BigNumCalculator()
>>> bigNum.subtract(""12345678901234567890"", ""98765432109876543210"")
'-86419753208641975320'";":param num1: The first number to subtract,str.
:param num2: The second number to subtract,str.
:return: The difference of the two numbers,str.
";"Subtracts two big numbers.
:param num1: The first number to subtract,str.
:param num2: The second number to subtract,str.
:return: The difference of the two numbers,str.
>>> bigNum = BigNumCalculator()
>>> bigNum.subtract(""12345678901234567890"", ""98765432109876543210"")
'-86419753208641975320'

"
38_1;ExcelProcessor;"import openpyxl
class ExcelProcessor:  
    """"""
    This is a class for processing excel files, including readring and writing excel data, as well as processing specific operations and saving as a new excel file.
    """"""

    def __init__(self):
        pass

    def read_excel(self, file_name):
        """"""
        Reading data from Excel files
        """"""
        pass

    def write_excel(self, data, file_name):
        try:
            workbook = openpyxl.Workbook()
            sheet = workbook.active
            for row in data:
                sheet.append(row)
            workbook.save(file_name)
            workbook.close()
            return 1
        except:
            return 0

    def process_excel_data(self, N, save_file_name):
        """"""
        Change the specified column in the Excel file to uppercase
        """"""
        pass

";"import openpyxl
class ExcelProcessor:  
    """"""
    This is a class for processing excel files, including readring and writing excel data, as well as processing specific operations and saving as a new excel file.
    """"""

    def __init__(self):
        pass

    def read_excel(self, file_name):
        pass

    def process_excel_data(self, N, save_file_name):
        pass


    def write_excel(self, data, file_name):
";write_excel(self, data, file_name);write_excel;"def write_excel(self, data, file_name):
        try:
            workbook = openpyxl.Workbook()
            sheet = workbook.active
            for row in data:
                sheet.append(row)
            workbook.save(file_name)
            workbook.close()
            return 1
        except:
            return 0";Write data to the specified Excel file;":param data: list, Data to be written
:param file_name: str, Excel file name to write to
:return: 0 or 1, 1 represents successful writing, 0 represents failed writing
>>> processor = ExcelProcessor()
>>> new_data = [
>>>     ('Name', 'Age', 'Country'),
>>>     ('John', 25, 'USA'),
>>>     ('Alice', 30, 'Canada'),
>>>     ('Bob', 35, 'Australia'),
>>>     ('Julia', 28, 'Germany')
>>> ]
>>> data = processor.write_excel(new_data, 'test_data.xlsx')";":param data: list, Data to be written
:param file_name: str, Excel file name to write to
:return: 0 or 1, 1 represents successful writing, 0 represents failed writing
";"Write data to the specified Excel file
:param data: list, Data to be written
:param file_name: str, Excel file name to write to
:return: 0 or 1, 1 represents successful writing, 0 represents failed writing
>>> processor = ExcelProcessor()
>>> new_data = [
>>> ('Name', 'Age', 'Country'),
>>> ('John', 25, 'USA'),
>>> ('Alice', 30, 'Canada'),
>>> ('Bob', 35, 'Australia'),
>>> ('Julia', 28, 'Germany')
>>> ]
>>> data = processor.write_excel(new_data, 'test_data.xlsx')
"
